0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,-0.4446516;
0.001,-1.0,-1.0,-1.0,-0.998,0.004,-0.99,0.006283144,0.037697624,0.6250583;
0.002,-1.0,-1.0,-1.0,-0.996,0.008,-0.98,0.01256604,0.075386316,0.35156608;
0.003,-1.0,-1.0,-1.0,-0.994,0.012,-0.97,0.01884844,0.11305716,0.15908635;
0.004,-1.0,-1.0,-1.0,-0.992,0.016,-0.96,0.025130095,0.15070122,0.7352886;
0.005,-1.0,-1.0,-1.0,-0.99,0.02,-0.95,0.031410757,0.1883096,-0.5966134;
0.006,-1.0,-1.0,-1.0,-0.988,0.024,-0.94,0.03769018,0.22587337,-0.14152038;
0.007,-1.0,-1.0,-1.0,-0.986,0.028,-0.93,0.04396812,0.2633837,-0.30389;
0.008,-1.0,-1.0,-1.0,-0.984,0.032,-0.92,0.050244316,0.30083162,-0.62085557;
0.009,-1.0,-1.0,-1.0,-0.982,0.036,-0.90999997,0.056518536,0.33820838,0.053114414;
0.01,-1.0,-1.0,-1.0,-0.98,0.04,-0.9,0.06279052,0.37550506,0.2881528;
0.011,-1.0,-1.0,-1.0,-0.978,0.044,-0.89,0.06906003,0.41271293,0.5072123;
0.012,-1.0,-1.0,-1.0,-0.976,0.048,-0.88,0.07532681,0.44982314,-0.91657925;
0.013,-1.0,-1.0,-1.0,-0.974,0.052,-0.87,0.081590615,0.48682702,0.9722481;
0.014,-1.0,-1.0,-1.0,-0.972,0.056,-0.86,0.0878512,0.52371573,0.84084404;
0.015,-1.0,-1.0,-1.0,-0.97,0.06,-0.85,0.09410831,0.5604807,0.18271303;
0.016,-1.0,-1.0,-1.0,-0.968,0.064,-0.84000003,0.10036171,0.59711325,0.79988694;
0.017,-1.0,-1.0,-1.0,-0.966,0.068,-0.83,0.106611155,0.63360476,-0.0036205053;
0.018,-1.0,-1.0,-1.0,-0.964,0.072,-0.82,0.11285639,0.6699467,-0.13741064;
0.019,-1.0,-1.0,-1.0,-0.962,0.076,-0.81,0.11909716,0.7061305,-0.7190349;
0.02,-1.0,-1.0,-1.0,-0.96,0.08,-0.8,0.12533323,0.7421477,0.073290706;
0.021,-1.0,-1.0,-1.0,-0.958,0.084,-0.79,0.13156436,0.77798986,0.4058814;
0.022,-1.0,-1.0,-1.0,-0.956,0.088,-0.78,0.13779029,0.81364864,-0.014572859;
0.023,-1.0,-1.0,-1.0,-0.954,0.092,-0.77,0.14401078,0.8491158,-0.09409642;
0.024,-1.0,-1.0,-1.0,-0.952,0.096,-0.76,0.1502256,0.88438296,0.5967947;
0.025,-1.0,-1.0,-1.0,-0.95,0.1,-0.75,0.15643446,0.91944194,-0.6603378;
0.026,-1.0,-1.0,-1.0,-0.948,0.104,-0.74,0.16263716,0.9542847,-0.80591774;
0.027,-1.0,-1.0,-1.0,-0.946,0.108,-0.73,0.16883345,0.9889031,-0.7958931;
0.028,-1.0,-1.0,-1.0,-0.944,0.112,-0.72,0.17502306,1.0232892,0.46842754;
0.029,-1.0,-1.0,-1.0,-0.94200003,0.116,-0.71000004,0.18120576,1.057435,-0.35170615;
0.03,-1.0,-1.0,-1.0,-0.94,0.12,-0.7,0.18738131,1.0913327,0.27629805;
0.031,-1.0,-1.0,-1.0,-0.938,0.124,-0.69,0.19354947,1.1249745,-0.77306104;
0.032,-1.0,-1.0,-1.0,-0.936,0.128,-0.68,0.19970998,1.1583526,0.5549092;
0.033,-1.0,-1.0,-1.0,-0.934,0.132,-0.66999996,0.20586261,1.1914595,0.62164485;
0.034,-1.0,-1.0,-1.0,-0.932,0.136,-0.65999997,0.2120071,1.2242876,-0.38067985;
0.035,-1.0,-1.0,-1.0,-0.93,0.14,-0.65,0.21814324,1.2568296,0.7884325;
0.036,-1.0,-1.0,-1.0,-0.928,0.144,-0.64,0.22427076,1.2890779,-0.9591416;
0.037,-1.0,-1.0,-1.0,-0.926,0.148,-0.63,0.23038943,1.3210253,0.30896723;
0.038,-1.0,-1.0,-1.0,-0.924,0.152,-0.62,0.236499,1.3526646,0.23161316;
0.039,-1.0,-1.0,-1.0,-0.922,0.156,-0.61,0.24259923,1.3839887,-0.35104084;
0.04,-1.0,-1.0,-1.0,-0.92,0.16,-0.6,0.24868989,1.4149907,-0.09271777;
0.041,-1.0,-1.0,-1.0,-0.918,0.164,-0.59000003,0.25477073,1.4456635,-0.0056676865;
0.042,-1.0,-1.0,-1.0,-0.916,0.168,-0.58000004,0.26084152,1.4760004,-0.5044584;
0.043,-1.0,-1.0,-1.0,-0.914,0.172,-0.57,0.266902,1.5059947,0.14065349;
0.044,-1.0,-1.0,-1.0,-0.912,0.176,-0.56,0.27295193,1.5356396,0.1203748;
0.045,-1.0,-1.0,-1.0,-0.90999997,0.18,-0.55,0.2789911,1.564929,-0.11471832;
0.046,-1.0,-1.0,-1.0,-0.908,0.184,-0.53999996,0.28501925,1.5938561,0.07356703;
0.047,-1.0,-1.0,-1.0,-0.906,0.188,-0.53,0.29103616,1.6224148,0.45155096;
0.048,-1.0,-1.0,-1.0,-0.904,0.192,-0.52,0.2970416,1.650599,0.62817717;
0.049,-1.0,-1.0,-1.0,-0.902,0.196,-0.51,0.30303526,1.6784024,-0.7882991;
0.05,-1.0,-1.0,-1.0,-0.9,0.2,-0.5,0.309017,1.7058192,-0.04118097;
0.051,-1.0,-1.0,-1.0,-0.898,0.204,-0.49,0.31498653,1.7328436,0.58621836;
0.052,-1.0,-1.0,-1.0,-0.896,0.208,-0.48000002,0.32094362,1.7594697,-0.20193219;
0.053,-1.0,-1.0,-1.0,-0.894,0.212,-0.47000003,0.32688802,1.7856922,0.11561;
